Model,Case Name,Petitioner,Respondent,Issue Presented,Facts of the Case,Ruling by Lower Court,Argument,Statute,Rules,Precedent,Ratio of the Decision,Ruling
Falcon-7b,Parmanand Patel (D) Th. Lrs. Vs. Sudha A. Chowgule,Legal representatives of late Parmanand Patel,Sudha A. Chowgule,"Whether the second set of documents, particularly the undated will and letters, were legally enforceable or executed under coercion.",Late Parmanand Patel allegedly prepared documents to divide his property equally among his daughters. ,The trial court upheld the second set of documents as binding and enforceable.,The petitioners claimed that the documents were altered under coercion and that Sudha's actions were detrimental to Parmanand Patel’s true intentions.,"Indian Contract Act, Succession Law, Wills and Testamentary Documents.",The enforceability of testamentary documents in cases involving allegations of coercion was a key consideration.,Upholds the requirement that testamentary documents must reflect the true intent of the deceased.,The ruling emphasized the importance of ensuring legal safeguards against undue influence but sided with Sudha.,"The High Court’s ruling was upheld, allowing Sudha to retain her legal rights over the estate."
Falcon-7b,Patel Ahmed Mohammad Vs. Balwant Singh Rajput,Balwant Singh Rajput,Patel Ahmed Mohammad,"Whether Patel Ahmed Mohammad’s election was influenced by bribery, undue influence, and illegal vote counting as per Section 123 of the Representation of the People Act, 1951.",The appellant (Patel Ahmed Mohammad) was elected to the Rajya Sabha on 8th August 2017. The petitioner (Balwant Singh Rajput) alleged corrupt practices.,The High Court rejected the appellant’s preliminary objections and allowed the election petition to proceed.,"Claimed that two valid votes were improperly rejected and two invalid votes were accepted, materially affecting the election. Also alleged corrupt practices by the appellant.","Representation of the People Act, 1951; Election Laws.",The court focused on whether procedural non-compliance warranted dismissal and if allegations of electoral malpractice required further inquiry.,Establishes that allegations of electoral malpractice must be examined through trial rather than being summarily dismissed.,The judgment affirmed that procedural objections could not override substantive claims of election misconduct.,"The court upheld the maintainability of the petition, leading to further judicial proceedings on the allegations."
Falcon-7b,Podar Mills Limited Vs. State Bank of India,Podar Mills Limited,State Bank of India,Whether the appointment of a receiver for the mortgaged property was appropriate given the financial situation of Podar Mills Limited.,"The State Bank of India sought recovery of outstanding dues from Podar Mills Limited. Due to financial mismanagement, the company’s assets were vested with the Custodian under the Taking Over of Management Act. ",The Single Judge ruled in favor of appointing a receiver to safeguard the mortgaged property.,Asserted that the appointment of a receiver was unnecessary and that the company was unable to respond effectively due to lack of access to financial records.,"Transfer of Property Act, 1882; Indian Contract Act.",Examined legal provisions related to mortgage recovery and judicial discretion in appointing receivers.,Reinforced the principle that courts can appoint receivers in financial disputes when just and convenient.,The court ruled that protecting public funds and ensuring loan recovery warranted the receiver’s appointment.,The court upheld the lower court’s decision to appoint a receiver.
Falcon-7b,The Godavari Sugar Mills Ltd Vs. Shri D. K. Worlikar,The Godavari Sugar Mills Ltd,Shri D. K. Worlikar,Whether the scope of the government notification includes all aspects of the sugar industry or only sugar manufacturing and its by-products.,"Godavari Sugar Mills Ltd challenged the Labour Appellate Tribunal’s decision, arguing that the notification did not encompass the entire sugar industry but was restricted to the manufacture of sugar and its by-products.",The Labour Court held that the notification had a limited scope and did not cover the broader sugar industry.,"Asserted that the intent of the notification was to regulate all aspects of the sugar industry, not just manufacturing.",Industrial Disputes Act.,Examined whether the Tribunal’s interpretation was justified based on the notification’s wording.,Establishes that government notifications must be read within their defined scope rather than being broadly extended.,The ruling clarified that the notification’s scope was limited and could not be extended beyond its explicit wording.,"The Supreme Court overturned the Tribunal’s decision, reinstating the Labour Court’s interpretation."
Falcon-7b,RANI Vs. NATIONAL INSURANCE COMPANY LTD,Rani (Claimants in Civil Appeal No.9078 of 2017) and Anand,National Insurance Company Ltd & Offending vehicle owner,Whether the High Court was correct in restricting the liability of the Insurance Company and whether compensation should be increased.,The claimants (legal heirs of Satish and injured pillion rider Anand) sought enhanced compensation.,The Tribunal determined the compensation amounts but did not address whether the Insurance Company should pay first and recover from the owner.,"The appellants contended that the Insurance Company should be made to pay first and recover later, as it would be unfair to leave the claimants without compensation.","Motor Vehicles Act, CPC.","The Court examined whether the insurance policy covered the case despite the lack of a valid permit and if the ""pay and recover"" principle applied.",The case clarified that compensation enhancement is possible even if liability is contested.,The judgment weighed the rights of accident victims against statutory insurance exclusions.,The Court acknowledged the claimants’ entitlement to compensation but maintained legal restrictions on the Insurance Company.
Falcon-7b,B. M. Ramaswamy Vs. B. M. Krishnamurthy And Others,B. M. Ramaswamy,B. M. Krishnamurthy & Others,Whether failure to follow statutory procedures affected the validity of the petitioner's inclusion in the electoral roll.,The petitioner’s name was not included in the electoral roll in compliance with the statutory procedure. ,The Tribunal upheld the decision that the electoral officer did not follow due process.,The petitioner contended that procedural lapses should not impact substantive electoral rights.,"Representation of the People Act, 1950; Representation of the People Rules, 1956.",The Court examined the balance between strict procedural adherence and substantive electoral rights.,It clarified that adherence to statutory requirements in electoral procedures is fundamental.,The judgment weighed procedural compliance against electoral fairness.,The Court upheld the importance of following electoral procedures and ruled against the petitioner.
Falcon-7b,Bhabhi Vs. Sheo Govind & Ors,Bhabhi,Sheo Govind & Others,Whether the High Court erred in granting a sample inspection order without verifying the substantive evidence.,"The respondent challenged the election outcome and sought sample inspection, claiming irregularities. However, the request lacked material particulars, including the serial numbers of disputed ballots and details of the alleged irregularities.",The High Court granted the respondent's request without properly assessing evidence.,The petitioner argued that the respondent did not furnish material details about alleged irregularities and failed to follow proper election procedures.,"Conduct of Election Rules, 1961; Representation of the People Act, 1951.",The Court reaffirmed that procedural fairness is essential in electoral matters and that requests for inspection require specific allegations and material proof.,"It established that judicial intervention in election matters must be based on well-founded allegations, not mere claims.",The decision reinforced that courts should not disrupt electoral processes without substantial proof of irregularities.,The ruling invalidated the High Court’s order and upheld the importance of procedural compliance.
Falcon-7b,Kathiawar Industries Limited Vs. Jaffrabad Municipality,Kathiawar Industries Limited,Jaffrabad Municipality,"Whether the process of crushing salt within octroi limits constitutes ""use"" or ""consumption"" under tax law.","The petitioner transported raw salt into the octroi area for processing and subsequent export. The municipality claimed that this processing amounted to local ""use,"" making it taxable.","The High Court held that transforming raw salt into crushed salt amounted to ""use,"" justifying the octroi levy.",The petitioner contended that the purpose of bringing the salt into the factory was not for consumption but for processing and subsequent export.,Section 3 of the Octroi Act; Burmah Shell Oil Storage & Distributing Co. India Ltd. v. The Belgaum Borough Municipality.,The ruling emphasized that processing goods in a local area satisfies octroi taxability criteria.,It clarified the scope of taxation for goods undergoing local processing before export.,"The judgment underscored that ""use"" is not limited to consumption but includes activities enhancing the value of goods.","The appeal was dismissed, and the octroi tax was deemed valid."
Falcon-7b,"Commissioner of Income Tax, Madras Vs. M/S. Madurai Mills Co. Limited","Commissioner of Income Tax, Madras",M/S. Madurai Mills Co. Limited,Whether the receipt of assets from liquidated companies results in capital gains taxable.,"Madurai Mills Co. Ltd. received assets worth Rs. 4,57,858, Rs. 1,41,739, and Rs. 1,83,175 upon the liquidation of three companies in which it held shares.",The Tribunal found that the transaction did not constitute a taxable capital gain.,The Commissioner argued that any gains realized from liquidation should be taxed as capital gains.,"Section 12B(2) of the Indian Income-tax Act, 1922.",The judgment emphasized that liquidation distributions are not taxable events under capital gains provisions.,It clarified the tax treatment of assets received from liquidated entities.,The ruling underscored that the mere receipt of liquidation proceeds is not a taxable event.,"The appeal was dismissed, confirming that no capital gains tax was applicable."
Falcon-7b,Union of India and Anr Vs. Pfizer Limited and Ors,Union of India and Anr,Pfizer Limited and Ors,Whether the impugned Regulation exceeded the scope of Section 26A.,"The government sought to regulate certain pharmaceutical products, leading to a dispute over the interpretation.",The lower court found that the regulatory action lacked sufficient justification and struck down the restrictions.,The government argued that its actions were necessary for consumer safety and fell within the intended scope of Section 26A.,"Section 26A of the Drugs and Cosmetics Act, 1940.",The ruling emphasized that legislative provisions should be interpreted within their explicit textual boundaries.,The decision reinforced the principle that judicial intervention is necessary when legislative overreach is evident.,The judgment underscored that regulatory decisions must be proportionate and legally justified.,"The Court invalidated the impugned regulation, declaring it ultra vires."
Falcon-7b,Indian Young Lawyers Association Vs. State of Kerala (Sabarimala Case),Indian Young Lawyers Association,State of Kerala,Whether the ban on women of menstruating age entering Sabarimala Temple is unconstitutional.,The case involved a challenge to the temple’s practice of restricting women’s entry based on religious customs.,Kerala High Court ruled in favor of the temple’s authority to impose entry restrictions.,The argument was that religious practices cannot supersede fundamental rights of gender equality and non-discrimination.,"Constitution of India, Articles 14, 15, 25.","The Constitution ensures the right to equality, and customs restricting fundamental rights must be scrutinized.",Cases involving conflicts between religious customs and fundamental rights.,Customs that violate fundamental rights must be reconsidered in light of constitutional principles.,"Supreme Court ruled in favor of gender equality, allowing women to enter Sabarimala Temple."
Falcon-7b,State of Maharashtra Vs. Praful Desai,State of Maharashtra,Praful Desai,Whether testimony recorded through video conferencing is admissible in court.,The prosecution wanted to record testimony via video conferencing due to the witness’s inability to appear in person.,"High Court rejected video conferencing, stating it did not meet traditional evidentiary requirements.",The prosecution contended that video conferencing ensures justice while preventing undue delays.,"Code of Criminal Procedure, Section 273.",Testimony does not have to be physically in person if reliable technology ensures credibility.,Cases supporting the integration of modern technology in legal proceedings.,Courts should adapt to technological advancements to facilitate justice and efficiency.,"Supreme Court upheld the use of video conferencing, stating it meets legal standards for testimony."
Falcon-7b,Shabnam Vs. Union of India,Shabnam,Union of India,Whether an inordinate delay in processing mercy petitions constitutes cruel and inhumane treatment.,"The case involved the challenge to an excessive delay in the rejection of a mercy petition, which the petitioner claimed was a violation of fundamental rights.","High Court ruled against the petitioner, maintaining that the death sentence was valid despite the delay.","The argument centered on the psychological suffering caused by prolonged uncertainty, which the petitioner claimed infringed on her fundamental rights.","Constitution of India, Article 21.",Delays in execution decisions must be reasonable and justified to avoid violating constitutional rights.,Cases establishing that prolonged delays in deciding mercy petitions may violate human rights.,Prolonged delay in processing a mercy plea violates the right to life and dignity.,Supreme Court ruled that the extended delay justified commuting the sentence to life imprisonment.
Falcon-7b,Ritesh Sinha Vs. State of Uttar Pradesh,Ritesh Sinha,State of Uttar Pradesh,Whether obtaining a voice sample from an accused is a violation.,"The prosecution sought a voice sample for forensic examination, but the petitioner argued that it amounted to self-incrimination.",High Court held that voice samples do not amount to self-incriminating evidence under Article 20(3).,The petitioner argued that voice samples contain personal information and compelling them violates the right against self-incrimination.,"Constitution of India, Article 20(3).","The right against self-incrimination extends to compelled testimony, but not to physical evidence like fingerprints or voice samples.",Cases distinguishing between physical evidence and testimonial compulsion under Article 20(3).,"Since a voice sample is only a physical characteristic, it does not fall under the prohibition of self-incrimination.",Supreme Court held that a voice sample can be taken for investigative purposes without violating fundamental rights.
Falcon-7b,Commissioner of Income Tax II Vs. M/s. Modipon Ltd,Commissioner of Income Tax II,M/s. Modipon Ltd,Whether the excise duty deposit made in the PLA can be considered as duty payment for accounting and refund purposes.,"Modipon Ltd. maintained a practice of depositing excise duty in a PLA, from which deductions were made upon clearance of goods. ","The lower courts upheld Modipon Ltd.'s position, accepting its accounting treatment and rejecting the Revenue’s claim.",The Revenue maintained that PLA deposits were not actual duty payments but provisional estimates adjusted at clearance.,"Section 3 of the Central Excise Act, 1944; Rule 173G of the Central Excise Rules, 1944.",The judgment emphasized the statutory interpretation of duty deposits and refund provisions.,The decision affirmed that established accounting practices should not be altered arbitrarily by the Revenue.,The judgment underscored that PLA deposits are tax obligations and that the Revenue cannot reject them arbitrarily.,"The Court upheld the taxpayer’s claim, rejecting the Revenue’s argument that PLA deposits were not tax payments."
Falcon-7b,Gopal Singh And Others Vs. Ujagar Singh And Others,"	Gopal Singh and Others",Ujagar Singh and Others,"Whether the property was ancestral and if the daughter, Mst. Biro, had only a life estate, making her gift to her sons invalid.","The plaintiffs contended that the gift by Mst. Biro was invalid as the property was ancestral. The defendants argued that, under customary law, collaterals beyond the fifth degree were not heirs in the presence of a daughter and her line.","The trial court ruled that the daughter's gift to her sons accelerated the estate, and the plaintiffs had no standing to challenge it.","The plaintiffs claimed that customary law allowed them, as presumptive reversioners, to inherit the property after the daughter's death.",Customary law principles related to property inheritance and the validity of gifts made by daughters.,The decision was based onthe established legal principles governing ancestral property and the rights of daughters in alienating property.,The ruling affirmed that reversionary rights do not exist when the property is non-ancestral and that gifts by daughters can be valid.,"The judgment clarified that under customary law, daughters could validly alienate property when collaterals were beyond the fifth degree.",The High Court ruled in favor of the defendants.
Falcon-7b,State of Kerala Vs. N. Sami Iyer,State of Kerala,N. Sami Iyer,Whether the assessee was liable for sales tax on the same transaction under the newly extended Travancore-Cochin General Sales Tax Act despite prior taxation.,"The case arose due to the transition from the Madras Act to the Travancore-Cochin Act, with the assessee contesting double taxation on the same goods.","The authorities ruled in favor of the state, maintaining that taxation under the new Act was justified.","The appellant contended that the Madras Act's provisions no longer applied, and the turnover was subject to taxation under the new law.","Section 3(5) of the Madras General Sales Tax Act, which prevents double taxation in a single transaction.",Interpretation of tax laws to determine whether turnover assessed under a previous Act could be reassessed under a newly extended Act.,The case affirmed that transitional changes in tax laws should not result in unfair double taxation on the same transaction.,"The decision was based on statutory interpretation, emphasizing that taxation laws must be applied consistently without imposing undue burdens on dealers.",The Supreme Court upheld the High Court's decision that the turnover was not liable to additional taxation.
Falcon-7b,Punj Lloyd Limited Vs. Corporate Risks India Pvt. Ltd.,Punj Lloyd Limited,Corporate Risks India Pvt. Ltd.,Whether the appellant was wrongfully denied relief under consumer protection law due to the Commission’s finding that the matter involved disputed facts.,"Corporate Risks India Pvt. Ltd. identified Oriental Insurance Company Ltd. as the insurer and conveyed the premium cost to Punj Lloyd. Relying on this, Punj Lloyd transferred the full amount to the broker. ","The Commission ruled that the appellant had raised complex contentions unsuitable for adjudication under consumer law and, therefore, dismissed the complaint summarily.","The petitioner maintained that the dispute involved misrepresentation and deficiency in service rather than complex contractual questions, making it fit for adjudication under consumer law.","Consumer Protection Act, 1986.",The ruling considered principles governing summary dismissal and the scope of consumer protection law in contractual disputes.,The ruling reaffirmed that complex contractual matters are generally unsuitable for summary disposal under consumer forums but must be assessed on a case-by-case basis.,The judgment clarified that consumer forums have limited jurisdiction over contractual disputes but must not dismiss valid consumer grievances outright.,The High Court ruled that the Commission had erred in dismissing the case without proper examination and ordered a rehearing.
Falcon-7b,State of Assam Vs. The Amalgamated Tea Estates Company Limited & Others,State of Assam,The Amalgamated Tea Estates Company Limited & Others,"Whether the notification of December 4, 1959, bringing a portion of Naharkatia Tea Estate under municipal taxation, was ultra vires.","The respondent, Amalgamated Tea Estates Company Limited, claimed that the estate was self-sufficient and did not require municipal services. The company argued that the notification was issued solely to increase municipal revenue and was beyond the powers conferred by the Assam Municipal Act. ",The High Court held that the notification was beyond the powers granted by the Assam Municipal Act and restrained the Town Committee from enforcing municipal taxes on the estate.,The government argued that the inclusion of the tea estate in the municipal area was a valid administrative decision and that taxation was necessary for equitable municipal development.,"Assam Municipal Act, 1956.",The case examined the principles of municipal taxation and whether a self-sufficient estate.,The ruling clarified the limitations of municipal powers in designating areas for taxation.,The decision reaffirmed that municipal governance must be exercised within statutory limits and not used as a tool for unjust taxation.,"The appeal was dismissed, and the High Court’s ruling invalidating the notification was maintained."
Falcon-7b,Union Public Service Commission Vs. Shristi Singh,Union Public Service Commission (UPSC),Shristi Singh,Whether the rejection of Shristi Singh’s candidature for the post of Drug Inspector was legally valid.,The advertisement for Drug Inspector mandated 18 months of experience in testing drugs under Schedule ‘C’ and ‘C-1’ of the Drugs and Cosmetics Rules. ,"The Tribunal allowed Singh’s participation in the interview, subject to her performance exceeding the last selected candidate in her category.",UPSC contended that adherence to the specified experience criteria was mandatory and that Singh failed to meet the requirement.,"Drugs and Cosmetics Rules, 1945.",The case examined the strictness of eligibility criteria and whether UPSC’s interpretation was reasonable.,The ruling clarified the role of tribunals in reviewing administrative decisions on eligibility.,The decision affirmed that tribunals have the authority to review recruitment eligibility decisions if they appear arbitrary.,"The appeal was dismissed, and the Tribunal’s order allowing Singh’s interview was upheld."
Falcon-7b,"Special Officer, Commerce, North Eastern Electricity Company of Orissa and Anr Vs. Raghunath Paper Mills Private Limited and Anr","Special Officer, Commerce, North Eastern Electricity Company of Orissa and Another",Raghunath Paper Mills Private Limited and Another,"Whether the demand for arrears by NESCO was legally justified when the property was sold on an ""as-is-where-is"" basis.","NESCO refused to provide power unless the outstanding dues of the previous owner were cleared. The respondent approached the High Court, arguing that they were not liable for past dues.","The Judge ruled in favor of NESCO, affirming that outstanding dues had to be cleared before power restoration.",NESCO maintained that electricity dues were a charge on the property and were recoverable from the new owner before providing any fresh supply.,"Electricity Act, 2003; Orissa Electricity Regulatory Commission (OERC) Regulations.",The decision analyzed whether electricity dues are a charge on the property that automatically transfers to new owners in liquidation sales.,"The ruling established that unless expressly stated in law, a new purchaser cannot be burdened with past dues of the previous owner.","The judgment reaffirmed that contractual obligations must be respected, and the mere ownership transfer does not create financial liabilities unless specified.","The appeal was allowed, and the Supreme Court held that NESCO could not demand arrears."
Falcon-7b,Subodh Gopal Bose Vs. Ajit Kumar Haldar And Others,Subodh Gopal Bose,Ajit Kumar Haldar and Others,Whether the plaintiff could claim the estate free from encumbranceS.,The plaintiff acquired the estate in an auction sale due to arrears. The main contention was whether the tenure held by the defendants could be annulled under Section 37 of the Amending Act. ,"The trial court determined that the plaintiff, as the estate purchaser, had the right to annul the tenure under the Amending Act.","The petitioner contended that the estate was acquired free from encumbrances, and the defendants’ tenure did not qualify for exemption.","Bengal Tenancy Act, 1885; Estate Sale Regulations, Section 37.",The court assessed whether the tenure of the defendants was legally protected under the Amending Act.,"The case clarified that an appeal is a continuation of the original suit, making the Amending Act applicable even if it was enacted after the suit was filed.",The judgment underscored that encumbrances on an estate sold for arrears do not transfer unless they fall within statutory exceptions.,"The Supreme Court upheld the lower court's ruling, affirming that the estate was acquired free from encumbrances."
Falcon-7b,Beni Madhab Shaw Alias Benia Vs. State of West Bengal,Beni Madhab Shaw Alias Benia,State of West Bengal,"Whether the petitioner's detention complied with the legal provisions of the Essential Commodities Act, 1955.","The petitioner was detained for alleged involvement in theft from railway wagons and attacks on railway security, affecting the supply of essential commodities. ",Not explicitly stated.,"The petitioner claimed that that the detention was unlawful because the State cited the wrong legal provision, indicating procedural lapses.","Essential Commodities Act, 1955.",The court examined the validity of the detention order based on statutory interpretations of the Essential Commodities Act.,The decision highlighted that authorities must accurately cite legal provisions when issuing detention orders.,The ruling reaffirmed the importance of due process in preventive detention cases.,The Supreme Court set aside the detention order.
Falcon-7b,Raghu Raj Singh Rousha Vs. M/S. Shivam Sundaram Promoters (P) Ltd. & Anr.,Raghu Raj Singh Rousha,M/S. Shivam Sundaram Promoters (P) Ltd. & Anr.,Whether the High Court had jurisdiction to decide the matter in the absence of the accused under Sections 397 and 401 of the CrPC.,"The respondent company filed a complaint before the Additional Chief Metropolitan Magistrate, alleging fraud and forgery. ","The magistrate rejected the request for an investigation, citing the contractual nature of the dispute.",The petitioner contended that issuing an order under Sections without hearing the accused was procedurally improper.,"Sections 397, 401, and 156(3) of the CrPC; IPC provisions on forgery and fraud.",The court analyzed whether procedural fairness required the accused’s presence before issuing an order.,The decision clarified the scope of High Court powers under Sections 397 and 401 CrPC.,The decision emphasized that orders in revision should not be made without giving the accused an opportunity to present their case.,"The Court set aside the High Court’s decision, holding that the accused must be given an opportunity to be heard."
