Model,Case Name,Petitioner,Respondent,Issue Presented,Facts of the Case,Ruling by Lower Court,Argument,Statute,Rules,Precedent,Ratio of the Decision,Ruling
GPT-J-6b,Harinagar Sugar Mills Ltd Vs. State of Bihar,Harinagar Sugar Mills Ltd.,State of Bihar,Whether the assessment orders fixing liability on Harinagar Sugar Mills for market fees should be upheld.,"The appellant, a sugar mill, was assessed for market fees under Section 27-B of the Bihar Act. One-third of the assessed amount was deposited before filing appeals, which were dismissed.",The appellate authority and revisional authority upheld the assessment orders. Writ petitions challenging these orders were dismissed without interfering with the assessments.,The appellant argued that the payments made before appeal should be refunded in light of legal principles established in the Belsund Sugar Mills case.,Bihar Market Fee Act (Section 27-B); Article 226 of the Constitution of India; Article 142 of the Constitution of India.,One-third of the assessed fee must be deposited before filing an appeal. ,"Belsund Sugar Mills case, which clarified that past payments are non-refundable but that outstanding amounts cannot be enforced.","Since payments were made before the Supreme Court’s decision in Belsund Sugar Mills case, they should not be refunded.","Appeals were dismissed, with no order for refunds or further recovery of fees."
GPT-J-6b,P.C. Sethi Vs. Union of India,P.C. Sethi,nion of India,Whether the Office Memorandum of 1971 should be applied to temporary employees and whether Rule 18 of the Rules violates Articles 14 and 16 of the Constitution.,The petitioner challenged the application of different Office Memoranda and rules governing seniority and service absorption of temporary assistants. ,"The government’s stance was upheld, stating that different instructions governed the service.",The government contended that the Office Memorandum of 1971 was no longer operative and that seniority was governed by separate instructions. ,"Articles 14, 16, and 309 of the Constitution of India; Office Memoranda of 1949 and 1971.","Rule 18, which protects the seniority of certain assistants, is not unconstitutional. Seniority must be determined based on eligibility criteria, not just length of service.",The decision aligns with previous rulings that seniority rules are valid as long as they are based on structured administrative instructions.,The rule of continuous length of service cannot be invoked unless temporary assistants are absorbed according to valid instructions. Rule 18 does not violate constitutional rights.,The appeal was dismissed. The court held that the Office Memorandum of 1971 was not applicable.
GPT-J-6b,Ruchi Majoo Vs. Sanjeev Majoo,Ruchi Majoo,Sanjeev Majoo,Whether the father (respondent) should be granted visitation rights for the minor child and whether the mother's conduct in restricting communication between the child and father is justified.,"The appellant (mother) allegedly created hostility between the minor child and the respondent (father), restricting communication and preventing contact. ",The lower court ruled in favor of granting the father limited visitation rights.,The mother (appellant) argued that the child was not interested in meeting or speaking with his father and that forcing interaction would not be in the child's best interests.,"Guardian and Wards Act, Article 21 of the Constitution (Right to Life & Personal Liberty).",The court emphasized the importance of both parents in a child's upbringing and ruled that the respondent must be allowed contact with the child through telecommunication and in-person meetings.,"Upholds the principle that both parents have a right to maintain a relationship with their child, even if they live in different countries.","The child’s best interests require that he maintains a relationship with both parents. The appellant cannot prevent telephonic or in-person contact, and the respondent should be allowed overnight custody for vacations.","The father was granted visitation rights, including telephonic and video calls, physical meetings, and overnight custody during vacations."
GPT-J-6b,Charanjit Pal Jindal Vs. M/s. L.N. Metalics,Charanjit Pal Jindal,M/s. L.N. Metalics,Whether the conviction of the appellant for dishonoring cheques and failing to clear outstanding dues should be upheld.,"The respondent, engaged in manufacturing and selling sponge iron, supplied materials to the appellant through an agent. Payments were made intermittently, but an outstanding amount of Rs. 72,22,037/- remained unpaid by 24.12.2007.","The Trial Court convicted the appellant, holding that the dishonored cheques constituted an offense.",The respondent asserted that the appellant deliberately failed to clear the dues and issued cheques that were knowingly dishonorable. They sought legal action under Section 138 of the Negotiable Instruments Act.,"Section 138 of the Negotiable Instruments Act, 1881 (Dishonor of Cheques).","The dishonoring of cheques constitutes an offense under Section 138, and the appellant is liable.",Reinforces the legal principle that dishonoring cheques due to insufficient funds constitutes a criminal offense.,"The failure to clear dues, coupled with issuing dishonored cheques, justified the conviction. The appellant’s financial difficulties did not exempt him from liability.","The appellant’s conviction was upheld, and the appeal was dismissed."
GPT-J-6b,State of Haryana Vs. Northern Indian Glass Industries Ltd.,State of Haryana,Northern Indian Glass Industries Ltd.,Whether the resumption notice issued by the State of Haryana was justified and whether due process and principles of natural justice were followed in the resumption proceedings.,"The respondent proposed an industrial project in 1971, and the State acquired 358 kanals and 7 marlas of land in 1973 under Sections 4 and 6 of the Land Acquisition Act, 1894. ","The Collector upheld the 1974 Award, rejecting the respondent’s appeal.","The State argued that the land was acquired for public interest but later failed to serve its intended industrial purpose, justifying resumption. It also contended that legal procedures were followed in the acquisition.","Land Acquisition Act, 1894 (Sections 4, 6, 54).",The High Court emphasized procedural fairness and mandated a rehearing before deciding on resumption.,Reinforces the requirement of procedural fairness in land acquisition and resumption cases.,The State’s failure to follow due process and natural justice principles in resumption proceedings justified the High Court’s decision.,"The Supreme Court upheld the High Court’s ruling, directing the State to conduct a fresh hearing before deciding on resumption."
GPT-J-6b,Ms. Sarita Singh Vs. M/s Shree Infosoft Private Limited,Ms. Sarita Singh,M/s Shree Infosoft Private Limited,Whether the petitioner was on deputation overseas as claimed by the respondent and if the employment contract's clauses applied in her case.,The petitioner was an employee of the respondent and the employment contract included a clause allowing overseas deputation. ,Not specified,The petitioner argued that she was never formally deputed overseas and that there was no contractual obligation requiring her to serve a minimum period upon return.,Employment contract law.,The burden of proof was on the respondent to establish that the petitioner was on deputation.,"The court referred to State of Punjab v. Inder Singh (1997) 8 SCC 372, which clarified the legal meaning of deputation.",The respondent failed to provide sufficient evidence proving that the petitioner was on deputation. The lack of a formal deputation letter weakened its case.,"The court ruled in favor of the petitioner, stating that she was not on deputation."
GPT-J-6b,Parmanand Patel (D) Th. Lrs. Vs. Sudha A. Chowgule,Legal representatives of late Parmanand Patel,Sudha A. Chowgule,"Whether the division of assets and property settlement of late Parmanand Patel was valid, considering allegations of coercion and undue influence.","The case revolves around the estate division of late Parmanand Patel, who allegedly intended to settle his properties equally between his two daughters.","The lower court ruled in favor of Sudha A. Chowgule, recognizing the second set of documents as valid.","The petitioners argued that Sudha unduly influenced the execution of the second set of documents and that the third set, granting review powers to Shirish Patel, should be given precedence.","Indian Succession Act, Contract Law, Principles of Coercion and Undue Influence.",The court examined whether coercion or undue influence affected the execution of legal documents.,Reinforces the principle that property division must be conducted without coercion or undue influence.,"The High Court acknowledged the complexity of the case but ultimately ruled that the documents favoring Sudha were valid, albeit with some reservations.","The Supreme Court was expected to examine the case further, considering the claims of coercion."
GPT-J-6b,Patel Ahmed Mohammad Vs. Balwant Singh Rajput,Balwant Singh Rajput,Patel Ahmed Mohammad,"Whether the election of Patel Ahmed Mohammad to the Rajya Sabha should be declared void due to corrupt practices, bribery, undue influence, and improper vote counting.","Balwant Singh Rajput challenged the election of Patel Ahmed Mohammad to the Rajya Sabha, alleging corrupt practices under Section 123 of the Representation of the People Act, 1951. He claimed that two valid votes were improperly rejected, and two invalid votes were counted, affecting the election outcome.",The High Court dismissed the appellant’s applications seeking dismissal of the election petition at the threshold.,"Argued that Patel Ahmed Mohammad’s election was marred by corrupt practices, bribery, and undue influence, violating Section 123 of the Representation of the People Act.","Representation of the People Act, 1951; Gujarat High Court Rules, 1952.","The court examined compliance with the Gujarat High Court Rules, particularly Rule 282, and the validity of the allegations under Section 123 of the Representation of the People Act, 1951.",Reinforces the principle that election petitions should not be dismissed at the preliminary stage unless there is a clear legal bar.,"The Court ruled that the election petition was maintainable, emphasizing the need to assess the allegations of bribery and undue influence through trial.","The High Court allowed the election petition to proceed, rejecting the appellant’s applications for dismissal."
GPT-J-6b,Podar Mills Limited Vs. State Bank of India,Podar Mills Limited,State Bank of India,Whether the appointment of a receiver over the assets of Podar Mills Limited by the Single Judge was justified.,"The State Bank of India filed a suit against Podar Mills Limited for the recovery of loans amounting to approximately Rs. 14.76 crores. The loan accounts had been dormant since 1984, and no repayments had been made. ",The Single Judge appointed a receiver over the assets of Podar Mills Limited.,"Contended that the appointment of a receiver was unwarranted as the company had no control over its assets, which were already under the Custodian. ","Transfer of Property Act, 1882; Taking Over of Management Act.",The court relied on precedents regarding the appointment of receivers in mortgage disputes and the discretion of the judiciary in interlocutory matters.,Cited previous rulings affirming that interlocutory orders should not be subject to review without special circumstances.,"The High Court upheld the appointment of a receiver, ruling that the financial instability of the defendant justified the intervention.",The High Court confirmed the appointment of a receiver over Podar Mills Limited’s assets.
GPT-J-6b,The Godavari Sugar Mills Ltd Vs. Shri D. K. Worlikar,The Godavari Sugar Mills Ltd,Shri D. K. Worlikar,Whether the notification under the Industrial Disputes Act applies to the entire sugar industry or is limited to the manufacture of sugar and its by-products.,"The case revolves around the interpretation of a government notification under the Industrial Disputes Act. The petitioner, Godavari Sugar Mills Ltd, argued that the notification applies only to sugar manufacturing and its by-products, not the sugar industry as a whole. ","The Labour Court ruled in favor of Godavari Sugar Mills Ltd, interpreting the notification as applying only to sugar manufacturing and its by-products.","The notification should be interpreted broadly to cover the entire sugar industry, including all employment and services connected to it.",Industrial Disputes Act.,The court analyzed the language of the notification and its intended scope under the Industrial Disputes Act.,Reinforces the principle that legal notifications must be interpreted based on their explicit wording rather than inferred intent.,"The Supreme Court ruled that the notification only applied to sugar manufacturing and its by-products, not the entire sugar industry. The Tribunal’s interpretation was incorrect.","The Labour Appellate Tribunal’s decision was set aside, and the Labour Court’s ruling was restored. The appeal was allowed."
GPT-J-6b,RANI Vs. NATIONAL INSURANCE COMPANY LTD,Rani (Claimants in Civil Appeal No.9078 of 2017) and Anand,National Insurance Company Ltd & Offending vehicle owner,Whether the Insurance Company is liable to pay the compensation amount despite the vehicle not having a valid permit and whether the compensation amount should be enhanced.,The case involves an appeal for enhanced compensation by the legal heirs of Satish (deceased) and Anand (injured pillion rider). ,"The Tribunal awarded ?4,53,000 with 6% interest to Satish’s legal heirs and ?5,75,000 with 6% interest to Anand.",The claimants argued that the compensation should be further enhanced and that the Insurance Company should pay first and recover from the owner. They also challenged the High Court’s restriction of liability on the Insurance Company.,"Motor Vehicles Act, Code of Civil Procedure (Order 41 Rule 33).",The Court considered whether the absence of a valid permit absolved the Insurance Company of liability and whether compensation should be enhanced.,"The ruling reaffirmed that statutory provisions govern insurance liability, but courts have discretion in compensation matters.","The Supreme Court assessed the balance between statutory insurance obligations and fair compensation, emphasizing the need to protect victims.",The Supreme Court decided in favor of enhanced compensation but examined whether the Insurance Company could be held liable.
GPT-J-6b,B. M. Ramaswamy Vs. B. M. Krishnamurthy And Others,B. M. Ramaswamy,B. M. Krishnamurthy & Others,Whether the petitioner’s name could be included in the electoral roll despite procedural lapses by the Electoral Registration Officer.,"The petitioner sought inclusion in the electoral roll of the Mysore Legislative Assembly before the nomination deadline. However, the Electoral Registration Officer allegedly failed to follow the prescribed procedure.","The lower authority refused to include the petitioner’s name, citing procedural violations.",TThe petitioner argued that the failure of the Electoral Registration Officer to comply with procedural requirements should not deprive him of his right to be included in the electoral roll.,"Representation of the People Act, 1950 (Sections 23, 24); Representation of the People (Preparation of Electoral Rolls) Rules, 1956 (Rule 26).",The case assessed whether procedural lapses in electoral registration impacted the petitioner’s fundamental right to contest elections.,The case reinforced that procedural compliance in electoral registration is crucial but should not unjustly deprive candidates of electoral participation.,The ruling evaluated whether procedural errors should affect fundamental electoral rights and whether rectification was possible within legal frameworks.,The Court deliberated on the balance between procedural adherence and electoral rights but upheld the necessity of compliance with statutory provisions.
GPT-J-6b,Bhabhi Vs. Sheo Govind & Ors,Bhabhi,Sheo Govind & Others,Whether the respondent’s request for a sample inspection of ballot papers was legally justified in the absence of specific material evidence.,The respondent contested the election results and requested a sample inspection of ballot papers. The court granted this request without verifying the credibility of the affidavits submitted. ,The High Court ordered a sample inspection of the ballot papers.,"The petitioner contended that the respondent failed to provide sufficient evidence to justify sample inspection. Additionally, no recount request was made at the time of counting under Rule 63 of the Conduct of Election Rules, 1961.","Conduct of Election Rules, 1961 (Rule 63).",The Supreme Court emphasized the importance of procedural compliance in election disputes and held that sample inspection should not be granted without substantive evidence.,The case reinforced the principle that sample inspections should not be ordered without credible material evidence.,The Supreme Court held that election petitions must be supported by clear evidence and that granting sample inspection without verifying affidavits undermines electoral stability.,The Supreme Court ruled that the High Court’s decision was legally erroneous and set aside the order for sample inspection.
GPT-J-6b,Kathiawar Industries Limited Vs. Jaffrabad Municipality,Kathiawar Industries Limited,Jaffrabad Municipality,Whether uncrushed salt brought into the factory and subsequently crushed and exported falls within the definition of “consumption” or “use” of the Octroi Act.,"The petitioner, Kathiawar Industries Ltd., brought uncrushed salt into its factory within octroi limits, processed it by crushing, and exported the crushed salt. The municipality imposed octroi duty, arguing that the act of crushing and storing salt before export constituted ""use"".","The Court ruled in favor of the municipality, stating that the crushing of salt within octroi limits constituted ""use"" under the law.","The petitioner argued that the salt was merely processed and not consumed or used within the octroi area. Since the final product was exported, it should not be subject to octroi duty.","Section 3 of the Octroi Act; Entry 52, List II, Seventh Schedule of the Constitution of India.","The Court examined the definitions of “consumption” and “use” in economic and legal contexts, concluding that modifying goods for export constitutes “use.”","The case reinforced the principle that transformation of goods within octroi zones can qualify as taxable ""use"".","The Court ruled that altering goods in any meaningful way within octroi limits constitutes ""use,"" justifying the imposition of octroi duty.","The Supreme Court upheld the High Court’s decision, affirming that octroi duty was applicable."
GPT-J-6b,"Commissioner of Income Tax, Madras Vs. M/S. Madurai Mills Co. Limited","Commissioner of Income Tax, Madras",M/S. Madurai Mills Co. Limited,Whether the distribution of assets by liquidators of three private companies constituted a taxable capital gain.,"The assessee, Madurai Mills Co. Ltd., held shares in three private companies that went into voluntary liquidation. The liquidators distributed cash or assets in lieu of cash to shareholders, including the assessee. ","The Tribunal ruled in favor of the assessee, holding that the sum of Rs. 95,944 was not liable to tax under Section 12B(2).",The revenue contended that the assets received by the assessee in excess of the original investment should be considered capital gains and taxed.,"Section 12B(2) of the Indian Income-tax Act, 1922; Companies Act, 1956.",The Court examined whether voluntary liquidation distributions qualified as taxable capital gains and concluded they did not.,The case reinforced the principle that voluntary liquidation distributions do not necessarily create taxable capital gains.,"The Court ruled that voluntary liquidation distributions do not qualify as transfers under Section 12B(2), and hence, are not subject to capital gains tax.","The Supreme Court upheld the High Court’s decision, ruling in favor of the assessee."
GPT-J-6b,Union of India and Anr Vs. Pfizer Limited and Ors,Union of India and Anr,Pfizer Limited and Ors,"Whether the regulatory framework under Section 26A of the Drugs and Cosmetics Act, 1940, justified the ban on certain drugs, and whether the authority exceeded its jurisdiction.","The Union of India, through regulatory authorities, issued a ban on certain drugs under Section 26A of the Drugs and Cosmetics Act, 1940. ","The High Court ruled in favor of the pharmaceutical companies, stating that the ban was unjustified and beyond the regulatory authority's jurisdiction.",The government contended that the regulation was within its powers under Section 26A and was aimed at protecting public health.,"Section 26A of the Drugs and Cosmetics Act, 1940.",The Court examined whether the regulation fell within the legislative intent of Section 26A and concluded that it did not.,The case established that regulatory powers must be exercised within statutory limits and require a strong evidentiary basis.,"The Court ruled that Section 26A does not grant blanket authority to impose restrictions without a clear, evidence-based justification.","The Supreme Court ruled in favor of Pfizer Limited and Ors, striking down the ban as exceeding the authority granted under Section 26A."
GPT-J-6b,Indian Young Lawyers Association Vs. State of Kerala (Sabarimala Case),Indian Young Lawyers Association,State of Kerala,Whether the restriction on women’s entry into Sabarimala Temple violates constitutional rights.,"The petitioner challenged the ban on women aged 10-50 from entering Sabarimala Temple, citing gender discrimination.","High Court upheld the restriction, stating it was essential to religious practices.","The petitioners argued that the ban violated Articles 14 (equality), 15 (non-discrimination), and 25 (freedom of religion) of the Indian Constitution.","Constitution of India, Articles 14, 15, 25.",Religious practices must align with constitutional principles of equality and non-discrimination.,Previous rulings on gender equality and religious practices.,Religious traditions cannot override constitutional guarantees of gender equality.,"Supreme Court struck down the restriction, holding that women have an equal right to worship."
GPT-J-6b,State of Maharashtra Vs. Praful Desai,State of Maharashtra,Praful Desai,Whether witness testimony via video conferencing is legally valid.,"A key witness was unable to travel to India, and the prosecution sought to use video conferencing for testimony.","High Court ruled against video conferencing, stating physical presence was necessary for valid testimony.",The petitioner argued that advancements in technology allow for fair trials without requiring physical presence.,"Code of Criminal Procedure, Section 273.",Evidence can be recorded via electronic means if it maintains integrity and authenticity.,Previous cases permitting electronic evidence in trials.,Video conferencing is a legitimate method for recording witness testimony as long as safeguards are ensured.,Supreme Court ruled that video conferencing is a valid method for recording witness testimony.
GPT-J-6b,Shabnam Vs. Union of India,Shabnam,Union of India,Whether the delay in deciding a mercy petition violates fundamental rights.,"The petitioner, on death row, filed a plea against the prolonged delay in deciding her mercy petition, arguing that it caused undue mental agony.","High Court upheld the death sentence, rejecting the argument that delay justified commutation.",The petitioner contended that undue delay in mercy petition decisions violates Article 21 and amounts to cruel and degrading punishment.,"Constitution of India, Article 21.",The right to life includes protection from inhumane treatment due to procedural delays.,Previous cases where execution delays led to commutation of sentences.,Excessive delay in deciding mercy petitions can be grounds for commutation of the death sentence.,Supreme Court commuted the petitioner’s death sentence to life imprisonment due to inordinate delay.
GPT-J-6b,Ritesh Sinha Vs. State of Uttar Pradesh,Ritesh Sinha,State of Uttar Pradesh,Whether compelling a voice sample violates the right against self-incrimination.,"The petitioner refused to provide a voice sample for investigation, claiming it was a violation of his constitutional rights.",High Court ruled that a voice sample is a physical trait and does not constitute testimonial evidence.,The petitioner contended that forcing him to provide a voice sample was akin to forcing him to testify against himself.,"Constitution of India, Article 20(3).","Self-incrimination protection applies to testimonial evidence, not physical attributes.",Previous judgments allowing collection of physical evidence like fingerprints and handwriting samples.,"A voice sample is similar to fingerprints or handwriting and does not involve mental processes, so it is not self-incriminating.",Supreme Court ruled that collecting voice samples does not violate Article 20(3).
GPT-J-6b,Commissioner of Income Tax II Vs. M/s. Modipon Ltd,Commissioner of Income Tax II,M/s. Modipon Ltd,"Whether the deposit of central excise duty in the Personal Ledger Account (PLA) constitutes actual payment of duty under the Central Excise Act, 1944.",The dispute arose regarding whether the advance deposit of central excise duty in the PLA should be treated as actual payment of duty or merely as an approximation adjusted at the stage of removal of goods. ,"The lower courts ruled in favor of Modipon Ltd., holding that PLA deposits constituted excise duty payments and that refunds could be claimed where justified.",The Revenue contended that deposits in the PLA were merely approximations and did not amount to duty payment until goods were cleared. They argued that refund provisions were limited and that such deposits were not irretrievably lost.,"Section 3 of the Central Excise Act, 1944; Rule 173G of the Central Excise Rules, 1944.",The Court examined the intent of the Central Excise Act and concluded that PLA deposits should be treated as actual duty payments.,"The case reinforced the principle that regulatory payments, even if advance deposits, must be treated as valid tax payments unless otherwise specified by law.",The Court held that PLA deposits are part of the excise duty payment process and that taxpayers may claim refunds under specified conditions.,"The Supreme Court ruled in favor of Modipon Ltd., affirming that PLA deposits were excise duty payments."
GPT-J-6b,Gopal Singh And Others Vs. Ujagar Singh And Others,Gopal Singh and Others,Ujagar Singh and Others,"Whether Mst. Biro, as the daughter of Harnam Singh, had the right to gift the property to her sons or whether the plaintiffs, as presumptive reversioners.","Harnam Singh owned the property in dispute. After his death, his daughter, Mst. Biro, gifted it to her sons. The plaintiffs, claiming to be presumptive reversioners, argued that the property was ancestral and that Mst. Biro had only a life estate.","The trial court held that the property was non-ancestral, and since the plaintiffs were collaterals of the seventh degree, they had no claim over it.",The plaintiffs argued that the property was ancestral and that Mst. Biro had only a life estate. They contended that her gift to her sons affected their reversionary rights.,Customary law governing inheritance and property rights among collaterals.,The court examined customary law and the nature of the property to determine whether the plaintiffs had any reversionary rights.,The case reinforced the principle that customary law determines inheritance rights and that daughters may have the right to gift property in certain circumstances.,"The court ruled that the property was non-ancestral, and since the plaintiffs were collaterals of the seventh degree, they had no reversionary rights.",The appeal was dismissed. 
GPT-J-6b,State of Kerala Vs. N. Sami Iyer,State of Kerala,N. Sami Iyer,"Whether the turnover of Rs. 7,757.54, which had already been taxed at the purchase point under the Madras General Sales Tax Act, could be taxed again under the Travancore-Cochin General Sales Tax Act, 1957.","The assessee, a tobacco dealer argued that the goods had already been taxed at the purchase point under the Madras General Sales Tax Act before the Travancore-Cochin General Sales Tax Act came into effect.",The Sales Tax Authorities rejected the assessee’s objection and upheld the tax assessment.,"The state argued that after the extension of the Travancore-Cochin General Sales Tax Act, fresh assessment was required, and the tax levy was valid.","Madras General Sales Tax Act, 1939, and Travancore-Cochin General Sales Tax (Amendment) Act, 1957.",The principle that a transaction should not be taxed twice if it has already been assessed at the purchase point.,The ruling reinforced that statutory provisions preventing double taxation must be upheld.,"Since the turnover had already been taxed at the purchase point under the Madras Act, the High Court ruled that it could not be taxed again under the Travancore-Cochin Act.","The appeal was dismissed, and the High Court's ruling in favor of the assessee was upheld."
GPT-J-6b,Punj Lloyd Limited Vs. Corporate Risks India Pvt. Ltd.,Punj Lloyd Limited,Corporate Risks India Pvt. Ltd.,"Whether the dismissal of the consumer complaint without issuing notice to the respondent was justified, given the alleged contractual dispute.","Punj Lloyd Limited, an engineering construction company, was awarded a contract in the Uran-Trombay Pipeline Project and was required to arrange for insurance. Corporate Risks India Pvt. Ltd., an insurance broker, assured its competence to secure the necessary coverage.","The National Consumer Disputes Redressal Commission dismissed the complaint at the preliminary stage, without issuing notice to the respondent, on the ground that the matter involved disputed contractual issues.",The appellant argued that the Commission had erred in dismissing the complaint in limine without examining the merits. Punj Lloyd contended that the respondent had failed to fulfill its obligations as an insurance broker.,"Consumer Protection Act, 1986.",The court examined whether the matter fell within the jurisdiction of consumer forums and whether a summary dismissal without notice was appropriate.,"The case reinforced that not all contractual disputes fall outside consumer protection law, and courts must assess whether the allegations involve deficiency in service.",The court examined whether the Commission erred in dismissing the complaint in limine and whether the dispute had elements of deficiency in service.,"The appeal was allowed, and the case was remanded for further adjudication."
GPT-J-6b,State of Assam Vs. The Amalgamated Tea Estates Company Limited & Others,State of Assam,The Amalgamated Tea Estates Company Limited & Others,"Whether the notification issued under Section 334(4) of the Assam Municipal Act, declaring the specified area as the Naharkatia Town Committee, was valid or an unlawful attempt to levy municipal taxes.","The Assam government issued a notification in 1958 under Section 334(1) of the Assam Municipal Act, intending to declare an area, including part of Naharkatia Tea Estate, as requiring municipal services. No objections were raised. In 1959, a final notification was issued under Section 334(4), forming the Naharkatia Town Committee, making property owners liable for municipal taxes. ","The High Court of Assam declared the notification ultra vires, ruling that the government’s action was an illegal means to increase municipal revenue without providing municipal services.",The Assam government contended that the notification was lawfully issued under Section 334(4) of the Assam Municipal Act and that municipal taxation was justified.,"Assam Municipal Act, 1956.",The court assessed whether the government’s expansion of the municipal boundary was a lawful exercise of its powers or an attempt to increase revenue.,The case reinforced the principle that municipal authorities cannot arbitrarily impose taxes on areas without ensuring the provision of corresponding services.,"The ruling emphasized that municipal taxation must be accompanied by municipal services, and arbitrary expansion of municipal boundaries cannot be used solely for revenue collection.",The Supreme Court upheld the High Court’s decision.
GPT-J-6b,Union Public Service Commission Vs. Shristi Singh,Union Public Service Commission (UPSC),Shristi Singh,Whether Shristi Singh fulfilled the required experience criteria for the Drug Inspector post under the advertisement issued by UPSC.,"UPSC issued an advertisement requiring 18 months of experience in drug quality control and testing under Schedule ‘C’ and ‘C-1’ of the Drugs and Cosmetics Rules. Shristi Singh applied, submitted experience certificates from M/s Alpa Laboratories and M/s Mylan Laboratories, and was initially allowed to interview. ","The Central Administrative Tribunal (CAT) ruled in favor of Shristi Singh, directing UPSC to interview her and consider her appointment.",UPSC argued that Singh’s experience certificates did not explicitly mention testing under Schedule ‘C’ and ‘C-1’ and that her rejection was based on objective eligibility criteria.,"Drugs and Cosmetics Rules, 1945.",The court analyzed whether Singh’s experience satisfied the statutory requirement and whether UPSC’s decision was legally justified.,The case reinforced that experience criteria should be clearly defined and fairly applied in recruitment.,"The ruling emphasized that recruitment decisions should be based on clear and consistent eligibility criteria, ensuring fairness to candidates.","The Supreme Court upheld the High Court’s decision, affirming that UPSC’s rejection of Singh’s application was invalid."
GPT-J-6b,"Special Officer, Commerce, North Eastern Electricity Company of Orissa and Anr Vs. Raghunath Paper Mills Private Limited and Anr","Special Officer, Commerce, North Eastern Electricity Company of Orissa and Another",Raghunath Paper Mills Private Limited and Another,Whether the electricity dues of the previous owner could be imposed on the subsequent purchaser of the factory unit.,"The factory unit of M/s Konark Paper & Industries Limited was in liquidation, and its movable and immovable assets were sold through an official liquidator’s advertisement. The sale was confirmed in favor of Raghunath Paper Mills Pvt. Ltd. in 2008. ","The Single Judge  of the Orissa High Court dismissed the writ petition, holding that NESCO's demand was valid.",NESCO contended that the outstanding dues were attached to the property and had to be paid before power restoration. They argued that the demand was lawful under electricity regulations.,"Electricity Act, 2003; Companies Act, 1956.","The court assessed whether the demand for past dues was justified under the Electricity Act and whether the respondent, as a new buyer, was liable for them.",The case clarified that liabilities related to electricity dues must be explicitly transferred in sales conducted through liquidation proceedings.,The Supreme Court emphasized that past electricity dues cannot automatically be imposed on new purchasers unless explicitly provided for in the sale terms.,The Supreme Court ruled in favor of Raghunath Paper Mills.
GPT-J-6b,Subodh Gopal Bose Vs. Ajit Kumar Haldar And Others,Subodh Gopal Bose,Ajit Kumar Haldar and Others,"Whether the plaintiff, as the purchaser of the entire estate, was entitled to annul the tenure of the defendants.","The plaintiff purchased the entire estate, Touzi No. 6, sold for recovery of arrears. Upon acquisition, the plaintiff sought to annul the tenure of the defendants, arguing that the tenure did not meet the exceptions outlined in Section 37 of the Amending Act. ","The lower court ruled in favor of the plaintiff, holding that the tenure could be annulled since the defendants failed to prove its existence from the time of the Permanent Settlement.","The plaintiff argued that as the purchaser of the estate, they had the right to annul the tenure under the Amending Act since the defendants failed to prove that their tenure existed from the time of the Permanent Settlement.","Bengal Tenancy Act, 1885; Amending Act related to estate sales and encumbrances.","The case applied of the Amending Act, which states that an estate purchaser acquires it free from encumbrances unless specific conditions are met.",The ruling reinforced that a tenure must be proven to have existed since the Permanent Settlement to qualify for protection.,"The judgment underscored that the burden of proof was on the defendants to establish that their tenure existed since the Permanent Settlement, which they failed to do.","The Supreme Court ruled in favor of the plaintiff, holding that they were entitled to annul the tenure since the defendants failed to prove its existence from the time of the Permanent Settlement."
GPT-J-6b,Beni Madhab Shaw Alias Benia Vs. State of West Bengal,Beni Madhab Shaw Alias Benia,State of West Bengal,"Whether the detention order under the Essential Commodities Act, 1955 was valid and justified.","The petitioner was arrested on May 10, 1972, and served with detention grounds under the Essential Commodities Act, 1955. He was accused of theft of food supplies from railway wagons and disruption of essential services.",Not explicitly stated.,"The petitioner argued that his detention was incorrectly justified under Section 3(1)(b) of the Essential Commodities Act, which applies to persons already convicted.","Essential Commodities Act, 1955.",The case assessed whether the detention was justified under the correct legal provisions and whether procedural requirements were met.,The case clarified that preventive detention must strictly adhere to statutory requirements to be valid.,The court emphasized that detention under an incorrect legal provision could render it unlawful.,The Supreme Court ruled in favor of the petitioner.
GPT-J-6b,Raghu Raj Singh Rousha Vs. M/S. Shivam Sundaram Promoters (P) Ltd. & Anr.,Raghu Raj Singh Rousha,M/S. Shivam Sundaram Promoters (P) Ltd. & Anr.,Whether the High Court could pass an order under Sections 397 and 401 of the CrPC in the absence of the accused.,"The case arose from a complaint filed by the respondent company under Section 200 of the CrPC for alleged offenses under various sections of the IPC, including cheating, forgery, and criminal breach of trust. ",The Metropolitan Magistrate refused to direct an investigation under Section 156(3) CrPC.,"The petitioner argued that the High Court could not pass an order without hearing the accused, as it violated principles of natural justice.","Sections 397, 401, 200, and 156(3) of the Code of Criminal Procedure; Sections 323, 382, 420, 468, and 34 of the Indian Penal Code.",The court considered whether revisional jurisdiction under Sections 397 and 401 CrPC could be exercised in the accused’s absence.,The case reinforced the need for procedural safeguards when exercising revisional jurisdiction.,The High Court must ensure procedural fairness and allow the accused to be heard before passing an order under Sections 397 and 401 CrPC.,The Supreme Court ruled that the High Court erred in passing an order without hearing the accused and emphasized procedural fairness.
