Model,Case Name,Petitioner,Respondent,Issue Presented,Facts of the Case,Ruling by Lower Court,Argument,Statute,Rules,Precedent,Ratio of the Decision,Ruling
SaulLM-7B,Parmanand Patel (D) Th. Lrs. Vs. Sudha A. Chowgule,Legal representatives of late Parmanand Patel,Sudha A. Chowgule,Whether the execution of property division documents was valid or influenced by coercion.,The dispute involves whether the division of property was conducted fairly or under undue influence.,The lower court upheld the validity of the documents in favor of Sudha.,"The petitioners claimed coercion and undue influence undermined the validity of the documents, warranting reconsideration.","Indian Contract Act, Evidence Act, Succession Laws.",The court reviewed the fairness of the execution process and Sudha's legal authority in the matter.,The case relied on previous rulings concerning the validity of property agreements executed under duress.,"Despite acknowledging procedural irregularities, the court upheld the property settlement as legally valid.","The High Court affirmed Sudha’s entitlement to the property, though it acknowledged procedural concerns."
SaulLM-7B,Patel Ahmed Mohammad Vs. Balwant Singh Rajput,Balwant Singh Rajput,Patel Ahmed Mohammad,Whether the election of Patel Ahmed Mohammad was affected by corrupt practices and procedural errors.,"The petitioner challenged the election alleging bribery, electoral malpractice, and vote miscounting.",The High Court ruled that the election petition was validly filed within the time limit and dismissed the preliminary objections.,The petitioner argued that the election was influenced by corrupt practices and that the vote counting procedure was flawed.,"Representation of the People Act, 1951; Indian Election Laws.",The court considered whether procedural issues could outweigh substantial claims of corrupt practices in an election petition.,"Emphasizes that electoral challenges must be addressed on their merits, not dismissed on procedural errors alone.","The case highlighted that substantial allegations of corruption must be considered, even if procedural errors exist.","The High Court allowed the case to proceed to trial, dismissing the appellant's objections to the petition."
SaulLM-7B,Podar Mills Limited Vs. State Bank of India,Podar Mills Limited,State Bank of India,Whether the court’s discretion in appointing a receiver was appropriate given the circumstances of the loan default.,"The dispute arose from Podar Mills' default on a loan to the State Bank of India, resulting in a request for a receiver to be appointed to manage the company’s assets.",The court appointed a receiver to protect creditor rights after considering the company's loan default.,"The petitioner argued that the Custodian was already managing the assets, so the receiver's appointment was unnecessary and harmful.","Transfer of Property Act, 1882; Indian Contract Act.",The ruling considered creditor protection laws and judicial powers in cases of financial disputes.,Judicial intervention is necessary in cases where creditor interests are jeopardized by financial mismanagement.,Emphasizes that court discretion in appointing receivers is justified when it serves the protection of creditor interests.,"The court upheld the appointment of the receiver, ruling in favor of the State Bank of India."
SaulLM-7B,The Godavari Sugar Mills Ltd Vs. Shri D. K. Worlikar,The Godavari Sugar Mills Ltd,Shri D. K. Worlikar,Whether the interpretation of the notification’s scope by the Labour Appellate Tribunal was correct under the Industrial Disputes Act.,"The petitioner argued that the notification applied only to sugar manufacturing and its by-products, not to the broader industry.","The Labour Court ruled in favor of the petitioner, limiting the scope of the notification to sugar manufacturing and by-products.",The respondent argued that the notification should apply to a broader scope than just sugar manufacturing.,Industrial Disputes Act.,Focused on the appropriate interpretative authority of the Tribunal in determining the scope of the notification.,Stresses the importance of precise interpretation of statutory notifications.,"The decision emphasized the need for precise interpretation of legal notifications, restricting their scope unless explicitly broader.","The court ruled that the Tribunal’s broad interpretation was incorrect, confirming that the notification was limited in scope."
SaulLM-7B,RANI Vs. NATIONAL INSURANCE COMPANY LTD,Rani (Claimants in Civil Appeal No.9078 of 2017) and Anand,National Insurance Company Ltd & Offending vehicle owner,"Whether the claimants are entitled to enhanced compensation, and whether the Insurance Company should pay first and recover from the vehicle owner.",The claimants filed appeals seeking enhanced compensation.,The Tribunal provided compensation but did not consider the issue of liability for further compensation by the Insurance Company.,The claimants argued that the Insurance Company should compensate them upfront and recover the amount from the vehicle owner at a later stage.,"Motor Vehicles Act, CPC Order 41 Rule 33.",Focused on whether statutory provisions require the Insurance Company to compensate the claimants first and recover from the vehicle owner later.,The case reaffirmed that an insurer’s liability can be limited due to statutory compliance issues.,"The court examined statutory limitations affecting insurance claims and concluded that the insurer's liability is based on statutory compliance, with ""pay and recover"" considered based on specific circumstances.","The court upheld the principle that insurance liability is contingent on statutory compliance, and the ""pay and recover"" issue was addressed in light of the case's circumstances."
SaulLM-7B,B. M. Ramaswamy Vs. B. M. Krishnamurthy And Others,B. M. Ramaswamy,B. M. Krishnamurthy & Others,Whether non-compliance with electoral registration procedures affected the petitioner's eligibility to contest elections.,"The petitioner was denied inclusion in the electoral roll due to procedural errors, which led to the dispute over his ability to contest elections.","The lower court denied the petitioner's request for inclusion in the electoral roll, citing procedural deficiencies in the electoral registration.",The petitioner contended that the electoral registration process should not be strictly adhered to if it unfairly deprived him of his right to contest.,"Representation of the People Act, 1950; Election Commission Rules.",The Court interpreted the relevant provisions under the Representation of the People Act.,The case reaffirmed the principle that strict adherence to election procedures ensures fairness.,The Court emphasized that compliance with electoral registration procedures is mandatory to ensure that the electoral process remains fair and legitimate.,The court ruled that failure to comply with electoral registration procedures can invalidate a person's right to contest elections.
SaulLM-7B,Bhabhi Vs. Sheo Govind & Ors,Bhabhi,Sheo Govind & Others,"Whether the respondent’s request for sample inspection was legally valid, considering the lack of specific evidence and material particulars.",The respondent requested a sample inspection of ballot papers but did not offer specific or concrete evidence to support claims of election irregularities.,"The lower court allowed the petition for sample inspection, which lacked verified claims or procedural justification.",The petitioner contended that the absence of specific evidence and procedural lapses invalidated the respondent’s request for ballot inspection.,"Conduct of Election Rules, 1961; Election Commission Regulations.",The Court highlighted that sample inspection in election disputes must be supported by concrete evidence.,The Court reaffirmed that election disputes require concrete evidence.,The Court held that the burden of proof in election-related disputes lies with the petitioner.,"The Court held that the petition was not maintainable, emphasizing that the request for sample inspection could not proceed without clear."
SaulLM-7B,Kathiawar Industries Limited Vs. Jaffrabad Municipality,Kathiawar Industries Limited,Jaffrabad Municipality,"Whether processed salt, before being exported, is subject to octroi duty.",The petitioner processed salt within octroi limits but argued it was only processed for export and should not be subject to local tax.,The lower court ruled that the processing of salt within the limits transformed the goods sufficiently to fall under octroi taxation laws.,"The petitioner maintained that since the salt was processed for export, and not for local consumption.","Section 3 of the Octroi Act; Entry 52, List II of the Indian Constitution.","The Court held that the term ""use"" includes processing that alters the goods, making them subject to tax.",The decision established that octroi laws apply even when goods are processed but not sold within municipal limits.,"The Court emphasized that any modification or processing of goods within octroi limits, even for export.","The Court ruled in favor of Jaffrabad Municipality, affirming that the processed salt was subject to octroi duty."
SaulLM-7B,"Commissioner of Income Tax, Madras Vs. M/S. Madurai Mills Co. Limited","Commissioner of Income Tax, Madras",M/S. Madurai Mills Co. Limited,Whether the distribution of assets upon voluntary liquidation triggers capital gains tax under the Income-tax Act.,"Madurai Mills Co. Ltd. received assets upon the voluntary liquidation of three companies, and the revenue sought to impose capital gains tax.",The Tribunal ruled that the distribution of assets upon voluntary liquidation was not subject to capital gains tax.,The petitioner claimed that the distribution of assets was subject to capital gains tax because of the difference between the received value and the initial investment.,"Section 12B(2) of the Indian Income-tax Act, 1922; Corporate liquidation tax laws.","Section 12B(2) of the Indian Income-tax Act, 1922; Corporate liquidation tax laws.","The decision reaffirmed that capital gains tax is applicable only when there is a transfer, which did not occur in this case.","The Court clarified that the tax liability for capital gains is triggered only when there is a sale, exchange.","The Court ruled in favor of Madurai Mills Co. Ltd., overturning the capital gains tax assessment."
SaulLM-7B,Union of India and Anr Vs. Pfizer Limited and Ors,Union of India and Anr,Pfizer Limited and Ors,Whether the government had the jurisdiction to impose a ban on pharmaceutical products without proper legislative authority.,The government imposed a ban on certain pharmaceutical products.,"The court ruled in favor of Pfizer and others, asserting that the ban was imposed without proper legal backing.",The petitioners argued that public health concerns justified the ban.,"Section 26A of the Drugs and Cosmetics Act, 1940.",The court interpreted that statutory authority must not exceed its defined boundaries under the relevant statute.,The decision underscored the principle that governmental actions must align with legislative authority and safeguards.,The court ruled that the government had overstepped its jurisdiction by enforcing a ban without adequate legislative authority.,"The Court upheld the petitioners' claims, concluding that the government lacked the authority to impose the ban."
SaulLM-7B,Indian Young Lawyers Association Vs. State of Kerala (Sabarimala Case),Indian Young Lawyers Association,State of Kerala,Whether the restriction on the entry of women into the Sabarimala Temple infringes on gender equality and constitutional rights.,The petitioner challenged the restriction on women of menstruating age being denied entry into the Sabarimala Temple.,"The High Court upheld the restriction, affirming the religious customs of the temple.","The petitioner argued that the temple’s restrictions on women violated Articles 14, 15, and 25 of the Indian Constitution.","Constitution of India, Articles 14, 15, 25.",The case addressed the conflict between religious freedom and constitutional rights to equality and non-discrimination.,"The Court considered previous cases dealing with religious practices and their impact on constitutional rights, especially equality.","The Court ruled that religious practices cannot infringe upon fundamental constitutional rights, particularly gender equality.","The Supreme Court struck down the restriction, affirming women’s right to enter the Sabarimala Temple in accordance with constitutional rights."
SaulLM-7B,State of Maharashtra Vs. Praful Desai,State of Maharashtra,Praful Desai,Whether video conferencing is a valid method to record witness testimony under the law.,The prosecution sought to record witness testimony via video conferencing due to the witness's inability to travel.,The High Court ruled that video conferencing was not a valid means of recording witness testimony.,The petitioner argued that the use of video conferencing should be allowed to expedite justice and overcome practical constraints.,"Code of Criminal Procedure, Section 273.",The case involved balancing evidentiary law with the possibilities of technological advancements.,The Court reviewed previous cases dealing with the use of technology in legal proceedings.,The Supreme Court held that video conferencing is permissible for recording witness testimony as long as necessary safeguards are in place.,"The Supreme Court ruled in favor of allowing video conferencing for witness testimony, with certain safeguards."
SaulLM-7B,Shabnam Vs. Union of India,Shabnam,Union of India,Whether delay in the rejection of a mercy petition on death row violates Article 21 of the Constitution.,"The petitioner, facing the death penalty, argued that delay in considering her mercy petition was inhumane and unconstitutional.","The High Court upheld the death sentence, ruling that the delay did not violate constitutional rights.",The petitioner contended that the delay in considering her mercy petition violated her rights under Article 21 of the Constitution.,"Constitution of India, Article 21.",The case involved interpreting whether delays in mercy petitions could violate the constitutional right to life and dignity.,The Court considered previous decisions on the impact of delays in mercy petitions on death row prisoners.,The Supreme Court held that inordinate delay in deciding a mercy petition can justify commuting the death sentence to life imprisonment.,"The Supreme Court commuted the death sentence to life imprisonment, ruling that the delay in considering the mercy petition violated Article 21."
SaulLM-7B,Ritesh Sinha Vs. State of Uttar Pradesh,Ritesh Sinha,State of Uttar Pradesh,Whether compelling the petitioner to provide a voice sample violates the right against self-incrimination.,"The petitioner, in a criminal investigation, refused to provide a voice sample, asserting that it violated his constitutional right against self-incrimination.",The High Court ruled that providing a voice sample did not constitute self-incrimination.,The petitioner contended that compelling him to provide a voice sample would violate his fundamental right against self-incrimination.,"Constitution of India, Article 20(3).",The case involved the interpretation of whether voice samples can be considered testimonial.,"The Court considered earlier judgments on the scope of self-incrimination, specifically regarding the collection of bodily evidence.","The Supreme Court ruled that providing voice samples does not violate Article 20(3), as it constitutes physical evidence, not testimony.",The Supreme Court confirmed that compelling the provision of a voice sample does not infringe upon the right against self-incrimination.
SaulLM-7B,Commissioner of Income Tax II Vs. M/s. Modipon Ltd,Commissioner of Income Tax II,M/s. Modipon Ltd,Whether PLA deposits can be treated as tax payments.,The Revenue contested the accounting treatment of PLA deposits.,"The High Court had ruled in favor of the taxpayer, considering the deposits as excise duty payments.",The Revenue claimed that PLA deposits were only advance payments and not final tax obligations.,"Section 3 of the Central Excise Act, 1944; Rule 173G of the Central Excise Rules, 1944.",The case clarified the status of PLA deposits and underscored the importance of consistent procedural application in tax assessments.,The ruling stressed the importance of consistent interpretation and application of statutory provisions in administrative procedures.,The court ruled that statutory provisions must be applied practically and fairly to ensure consistency in tax treatment.,The Court confirmed that PLA deposits should be treated as payments of excise duty.
SaulLM-7B,Gopal Singh And Others Vs. Ujagar Singh And Others,"	Gopal Singh and Others",Ujagar Singh and Others,Whether the daughter’s gift to her sons accelerated their estate.,"The trial court ruled that the property was non-ancestral, and Mst. Biro’s gift to her sons was absolute, thereby barring the plaintiffs’ claim to reversionary rights.","The plaintiffs' suit was dismissed as the trial judge found that the property was non-ancestral, and the daughter’s gift was valid.",The plaintiffs argued that the lower courts erred in holding that the property was non-ancestral and that the gift was absolute.,Customary law principles related to property inheritance and alienation by female heirs.,"The decision was based on customary law, which determined that collaterals beyond the fifth degree had no claim over the property.",The case established that ancestral property claims must be substantiated with evidence.,The court concluded that the gift by the daughter to her sons was valid and that the plaintiffs' claims were barred.,The Privy Council dismissed the plaintiffs' appeal.
SaulLM-7B,State of Kerala Vs. N. Sami Iyer,State of Kerala,N. Sami Iyer,Whether the High Court correctly determined that the turnover was not subject to additional taxation under the new sales tax law.,The dispute focused on whether taxing a transaction already taxed under the previous regime was valid.,"The lower court upheld the initial tax assessment, indicating that the turnover had already been taxed.","The petitioner argued that since the turnover had been taxed under the Madras Act, imposing further tax was invalid.","Provisions governing the transition of tax laws, specifically the prohibition on double taxation under the Madras General Sales Tax Act.","Once tax is assessed at the purchase point, subsequent taxation on the same turnover is prohibited.","Prior decisions emphasized that if a turnover has been taxed under the old regime, it should not attract additional tax under the new regime.","The court ruled that additional taxation on a turnover already taxed is invalid, as statutory provisions must be applied consistently with their practical intent.","The judgment upheld the assessee’s objection, confirming that the turnover was not liable to further taxation under the new sales tax law."
SaulLM-7B,Punj Lloyd Limited Vs. Corporate Risks India Pvt. Ltd.,Punj Lloyd Limited,Corporate Risks India Pvt. Ltd.,Whether the dismissal of the complaint by the National Consumer Disputes Redressal Commission on the basis of complex contractual issues was correct.,"The appellant contended that the broker misrepresented its ability to secure proper coverage, leading to the complaint.","The complaint was rejected, as the forum held that consumer protection bodies are not suited to resolve complex contractual disputes.",Punj Lloyd argued that the Commission should have issued notice.,"Consumer Protection Act, 1986.",The decision examined the limits of consumer forums in handling contractual interpretation issues.,Prior rulings emphasized the need to distinguish contractual disputes from genuine consumer grievances.,"The court ruled that contractual issues require detailed scrutiny before dismissal, particularly when they affect consumer rights.","The appeal was upheld, and the complaint was reinstated for further adjudication under consumer law."
SaulLM-7B,State of Assam Vs. The Amalgamated Tea Estates Company Limited & Others,State of Assam,The Amalgamated Tea Estates Company Limited & Others,Whether the notification that expanded municipal jurisdiction to include part of the Naharkatia Tea Estate for taxation was legally justified.,The notification by the Assam government brought part of the Naharkatia Tea Estate under municipal taxation.,The High Court ruled that the notification was invalid and prevented municipal tax collection on the tea estate.,The petitioner (State) argued that the inclusion was a policy decision with legal consequences.,"Assam Municipal Act, 1956.",The case examined the limits of municipal governance and clarified that tax imposition must be linked to actual municipal benefits.,Prior decisions have held that taxation without corresponding service provision is not justified.,The Court held that imposing tax on the estate without tangible municipal benefits is an abuse of power.,The Supreme Court ruled in favor of the tea estate owners.
SaulLM-7B,Union Public Service Commission Vs. Shristi Singh,Union Public Service Commission (UPSC),Shristi Singh,Whether the UPSC misinterpreted the required experience for the Drug Inspector post.,UPSC advertised that candidates must have 18 months’ experience in drug quality control for the Drug Inspector post.,The Tribunal ruled that Singh should be given a fair opportunity to compete in the selection process.,UPSC argued that Singh’s rejection was justified because her experience certificates did not explicitly confirm the 18-month requirement.,"Drugs and Cosmetics Rules, 1945.",The case examined whether the experience criteria should be applied strictly or flexibly.,Prior cases emphasized the need for clearly defined experience criteria in employment advertisements.,The Court held that the experience requirement must be interpreted in light of both statutory provisions.,"The Supreme Court ruled in favor of Singh, finding that the UPSC’s rejection did not have a sound legal basis."
SaulLM-7B,"Special Officer, Commerce, North Eastern Electricity Company of Orissa and Anr Vs. Raghunath Paper Mills Private Limited and Anr","Special Officer, Commerce, North Eastern Electricity Company of Orissa and Another",Raghunath Paper Mills Private Limited and Another,Whether outstanding electricity dues from the previous owner can be transferred to the new purchaser despite a fresh power supply agreement with NESCO.,"The respondent acquired the factory unit through liquidation and signed a new agreement with NESCO, yet NESCO sought to recover arrears from the previous owner.","The lower court ruled in favor of NESCO’s demand, dismissing the petition because it held that arrears were a precondition for power supply.","The petitioner contended that outstanding arrears should not be imposed on the new purchaser under a fresh agreement, as such liability should not transfer without explicit notice.","Electricity Act, 2003; Companies Act, 1956; Orissa Electricity Laws.",The case examined if the regulatory framework permits power suppliers to recover previous arrears from a new buyer in the absence of prior notification.,Prior rulings have held that transfer of outstanding dues requires a clear statutory basis.,The court clarified that the new power supply agreement should be treated separately.,The Supreme Court ruled in favor of the respondent.
SaulLM-7B,Subodh Gopal Bose Vs. Ajit Kumar Haldar And Others,Subodh Gopal Bose,Ajit Kumar Haldar and Others,Whether the plaintiff could claim the estate free from encumbrances as per the amended Section 37 of the Bengal Tenancy Act.,"The plaintiff purchased the estate, sold for arrears, and sought to annul tenures under the amended Section 37 of the Bengal Tenancy Act.","The lower court ruled that the defendants could not prove their claim under Section 37(a), granting the plaintiff the right to annul the tenure.","The plaintiff argued that under the amended Section 37, they were entitled to annul the tenure as the defendants failed to fulfill legal criteria for protection.","Bengal Tenancy Act, 1885; Estate Sale Regulations, Section 37.",The decision analyzed whether the defendants’ tenure was protected under the amended provisions of the Bengal Tenancy Act.,The court reaffirmed that an estate sold for arrears is free from encumbrances unless statutory exceptions apply.,"The ruling emphasized that encumbrances do not transfer on estates sold for arrears, unless they meet legal exceptions.","The Supreme Court ruled in favor of the plaintiff, granting them the right to annul the tenure since it did not meet the requirements for protection under the amended Act."
SaulLM-7B,Beni Madhab Shaw Alias Benia Vs. State of West Bengal,Beni Madhab Shaw Alias Benia,State of West Bengal,"Whether the petitioner was lawfully detained under the Essential Commodities Act, 1955.","The petitioner was accused of theft from railway wagons, leading to service disruption. He was detained under the Essential Commodities Act, 1955.",Not explicitly stated.,"The petitioner argued that his detention order was improperly made under the Essential Commodities Act, thereby violating his legal rights.","Essential Commodities Act, 1955.","The case examined whether the detention order aligned with legal and constitutional requirements under the Essential Commodities Act, 1955.",The ruling emphasized the importance of proper procedure in preventive detention cases to avoid violations of constitutional rights.,The judgment underscored the necessity of due process in preventive detention to uphold constitutional protections.,The Supreme Court ruled that the petitioner’s detention was unlawful.
SaulLM-7B,Raghu Raj Singh Rousha Vs. M/S. Shivam Sundaram Promoters (P) Ltd. & Anr.,Raghu Raj Singh Rousha,M/S. Shivam Sundaram Promoters (P) Ltd. & Anr.,Whether the High Court could pass an order under Sections 397 and 401 of the CrPC without hearing the accused.,"The petitioner filed a complaint under Section 200 of the CrPC, alleging fraud and breach of contract.",The lower court refused to order an investigation under Section 156(3) due to a lack of direct evidence.,The petitioner argued that their right to be heard was violated by the High Court passing an order without their presence.,"Sections 397, 401, and 200 of the CrPC; related provisions of the IPC concerning fraud and criminal breach of trust.",The case explored whether revisional jurisdiction could be exercised without adhering to natural justice principles.,The ruling highlighted the necessity of providing both parties an opportunity to be heard before decisions are made in revisional matters.,"The decision reiterated the importance of due process in revisional jurisdiction, ensuring natural justice is upheld.",The Supreme Court ruled that the High Court violated natural justice principles by passing the order without hearing the accused. 
